Document ID,Text Comment
USDA-2017-0002-1064,"Please ensure accountability when it comes to spending as well as other hard-working taxpayer dollars. Further, implement policies that require recipients of food stamps to be actively and legitimately applying for employment. Also, require a random urinalysis and require that proof of ID be shown during transactions. Lastly, why is there no sales tax for those who use food stamps?

Respectfully
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3168,"The food stamp program should be eliminated entirely. It is not the responsibility of the Federal Government to feed anyone. Everyone who can work should be required to work in order to receive assistance until the time they can get off of the program entirely. It is the responsibility of the family and the church to help those who can not provide for themselves. Not the government!Please Write Your Comment Here
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3928,"I believe it is time to have work requirements for food stamps.  It will bring some semblance of pride back to people who have to use them, and help to prevent the massive abuse that has gone on since requirements were eradicated during the Obama Administration.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3644,"Please Write Your Comment Here... able bodied people should work to get assistance .SNAP.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0859,"PlPlease reinstate work requirements for SNAP.ease Write Your Comment Here
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3187,"we urge you to correct  the food stamp disaster and make sure able bodied people are taken off the list.  Time for a change!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2662,"It is not doing anyone a favor by doing for them what they should and can do for themselves.  Please add a work responsibility to your  rules
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2710,"Please, reinstate work requirements for food stamps and support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4101,"The Animal Health Institute (""AHI"") submits these comments on Animal Batch Safety Testing in veterinary biologics to the United States Department of Agriculture for docket 2017-14920, ""Identifying Regulatory Reform Initiatives"". AHI is the national trade association representing manufacturers of animal health products -- the pharmaceuticals, vaccines and feed additives used in modern food production, and the medicines that keep livestock and pets healthy. Our licensed member companies represent approximately ninety-five percent (95%) of the U.S domestic market for veterinary biological products, as well as serving a significant segment of the world market.

Please see the attached file for comments and supportive materials.

We appreciate the opportunity to comment on this issue and look forward to continued cooperation between industry and regulators."
USDA-2017-0002-1898,"Please re-instate the work requirement, for the Food Stamp program. I've seen too many examples of obviously fit and capable of work, who are a burden on the system. People who need help are being robbed, by people who play the system for every penny they can squeeze out of it. Thank you.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2946,"Please reinstate work requirements for food stamps and support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1464,"Reinstate work requirements for food stamp recipients. And support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2653,"Please reinstate the work requirements for the food stamp program.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0816,"To Whom this may concern:  I am a taxpayer and worked most of my life and never took a penny from the Fed Gov. for so much as a stick of gum.  I feel that we need to cut the Welfare rolls down to the people who really need the help.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0466,"Please Make some work hours for this free stuff that our hard earned tax $$'s pay for . I am sick and tired of standing in line at a grocery store and this welfare woman with a $50 hair do and $50 manicure and buying steaks, lobster etc. this is wrong. CHANGE it now!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3686,"Please Write Your Comment 
Please get healthy people who can work off of welfare.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3774,"Please return the program to the way it was before Obama screwed it up. Thank you.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1221,"Please reinstate work requirements for food stamps and support conservative waiver reforms.  We really need to help people with a HAND UP not a HANDOUT.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1348,"Please stop giving our tax money away.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3747,"I work for my money, and so should anyone drawing assistance , if they a capable. Too many people just sitting around waiting on handouts, simply because they are lazy. STOP HANDING OUT MY MONEY TO PEOPLE THAT REALLY DO NOT DESERVE IT. Thanks, Steve
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1457,"Write Your Comment Here. Teach them how to fish rather than hand a fish to them.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0028,See attached file(s)
USDA-2017-0002-2631,"Please reinstate work requirements for food stamps and support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3845,"MAKE EVERYONE WORK FOR FOOD!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2288,"Please reinstate work requirements for food stamps and support waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2596,"Please reinstate the work requirements for Food stamps. Many jobs go unfilled because there are many of food stamps who prefer to  bum off the Government. Working is healthy.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3466,"Please reinstate the work requirements for welfare recipients to receive benefits!  Work gives purpose to life, and all should do it!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3485,"Stop food stamps for able bodied people and require proof of work.
Get rid of fraud.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0114,"Rescind the regulations END USSBR 2016 2 END GHG policy and GHGRP. 3 END Regional Greenhouse Gas Initiative (RGGI ). 4 END Mercury and Air Toxics standards . 5 END cross state air pollution rules, 6 END Carbon Pollution Standards 7 End Coal ash rule 8 END Effluent Guidelines 9 END Clean Water Act (CWA) 10 END 316(b) RULE (Power Plants) 11 END Air rules for oil and Gas industry 12 END Actions to reduce Methane emissions 13 END Boiler MACT rules 14 END cement MACT rules 15 END Brick MACT rules 16 End Ozone NAAQS rules 17 END SO2 NAAQS 18 END RMP Rule 19 END Safe Drinking Water Act (SDWA); 20 END Dodd-Frank Wall Street Reform and Consumer Protection Act 21 END waste prevention rule, otherwise known as methane rule, using Congressional Review Act (CRA) END Oil Pollution Act (OPA) 22 END Resource Conservation and Recovery Act (RCRA) 23 End regulations on hydraulic fracturing on public lands, 24 END Spill Prevention Control and Countermeasures (SPCC) END 25 End SEC rule making that hurt American Manufacturing. 26 END Federal Flood Risk Management Standard (FFRMS) , 27 END Cancel or amend Section 403(a)(1) of the Bipartisan Budget Act of 2015 (Public Law 114-74) and buy from American producers, 28. Ban imported oil and gas and coal will increase income in America, 29. CLOSE the State Review of Oil and Natural Gas Environmental Regulations. (STRONGER). 30. END Control Techniques Guidelines,31 END Information Collection Request (ICR) , 32 END source performance standards (NSPS), promulgated under section 111 of the CAA, 33 END NESHAP revisions. 34 END Fixing America's Surface Transportation Act, FAST Act ( name sounds but lots of only compliance costs and new regs ), 35. END Agricultural Act of 2014, 36 END Clean Power Plan, 37 cancel 21st Century Regulatory System in 2011 which directed 30 different federal agencies on more regulations .38 END Resource Conservation and Recovery Act (RCRA) Subtitle C, and D, 39 END new regulations under the Dodd-Frank Act Commodity Futures Trading Commission rule. Clean Air Act and Clean Water Act regulations, Executive Order 12898, ""Federal Actions to Address Environmental Justice in Minority Populations and Low-Income Populations,"" Section 7 of the ESA or under Section 106 of the NHPA. on Confirming Wellbore Integrity and Cement Monitoring Report, Mechanical Integrity Test, Monitoring Annulus Pressure(s, which has too many regulations, additional approves, Recovered Fluids Handling, Subsequent Reporting continuously monitor and record report of the results, activities entail the presence of humans using heavy equipment complies with NEPA at the project- or site-specific stage, anticipated fracturing pressures, Requiring operators to monitor and report the cementing operations undertake specific mitigation actions cement job, Requiring operators to store recovered fluids in tanks , chemical ingredients contained in hydraulic fracturing fluids. Spill Prevention, Control, and Countermeasures (SPCC) Plan, Casing Pressure Testing - Monitoring of Cementing Operation Isolation of Production Zone Casing Guidance The list goes on and on."
USDA-2017-0002-3262,"Quit making people slaves to your system of handouts and quit throwing away my money!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1407,"Reinstate work requirements for food stamps and support conservative waiver reform.ease Write Your Comment Here
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3228,"There must be work requirements for people who want food stamps and housing or any type of welfare. Hard working people like myself are sacrificing everyday to help others but we must be sure there is no abuse of these safety nets.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0225,"Each year the wind industry is responsible for killing some 440,000 birds, including golden and bald eagles. According to estimates by the American Bird Conservancy, Even though many of these birds are protected by laws such as the 1918 Migratory Bird Treaty Act, in a congress 2015 report, Bureaucrats in Obama Administration routinely applied laws differently, often giving a pass to their allies while vigorously prosecuting businesses and individuals who do not share their far-left political ideals. A prime example of this can be found in the clearly differential treatment towards the protection of animals.  In those years renewable energy companies had enjoyed preferential treatment, including the ability to avoid compliance with laws as well as generous tax breaks, government loans, and subsidies unavailable to oil and gas companies, despite the inherent risk and financial loss repeatedly presented. 
A congress report outlined, while administration agencies In September 2014,  were actively blocking oil and natural gas development claiming to be protecting endangered species, it developed a plan intended to ""create a framework to streamline renewable energy permitting...on more than 22 million acres"" of public and private land in the California desert full of endangered animals.  The 8,000 page plan, which encompassed nearly one-quarter of the state, had been in the works for five years under President Obama to avoid ""typically long, complicated environmental reviews,"" which are in place because of these environmentalists themselves. There serves perhaps no greater example of preferential treatment Ivanpah Solar Electric Generating System project near the California and Nevada border. In addition to the clear cronyism displayed on this project, the Ivanpah Solar Electric Generating System project serves as a textbook example of how far this Administration is willing to bend over backwards for its friends at the expense of others. Owners were granted federal money to build the Ivanpah project in an area that ""served as prime desert tortoise habitat,"" which resulted in tortoise casualties. The tortoises, which are federally listed as threatened, are not the only casualties of Ivanpah as project biologists reported the killing of 76 birds in the final three months of last year alone. In addition, the Ivanpah project had been labeled a risk to air safety due to an unsafe glare coming from the thousands of billboard-sized mirrors ""nearly blinding"" pilots.   As if killing animals, endangering the lives of aircraft passengers, and perpetuating the revolving door of cronyism with this project was not enough, Ivanpah owners successfully got the agency to delay the repayment of hundreds of millions of dollars in federal loans only to astonishingly apply for a $539 million grant from the U.S. Treasury to pay off their debt to agency.  These are just fraction of  efforts by past Administration to play favorites, picking their far-left environmentalist friends as winners while attacking hydraulic fracturing and subsequently the oil and gas industries all at the expense of the American people.
Wind turbines are over two times as tall as the skyboxes at a Stadium and taller than the Statue of Liberty. And the blades on windmills can be as long as a football field and their blinking lights can be seen for twenty miles.
Solar panels pose major risks to firefighters who are struggling to finds ways to safely put out blazes caused by the alternative energy source. For example, in 2013 it took more than 300 firefighters over 72 hours to put out an 11-alarm fire at a massive distribution center in South New Jersey, which ultimately destroyed the entire building. The roof of the almost 300,000 square foot facility was lined with more than 7,000 solar panels. One of the major concerns for firefighters is the risk of electrocution from solar panels because most cannot be turned off, leaving the wiring hot and dangerous. These dangers have forced firefighters to extinguish fires from a distance and focus merely on containing solar panel fires rather than trying to save the actual building.
Solar panels and wind turbines cannot be made without fossil fuels. A wind turbine is comprised of primarily steel (89.1%) and fiberglass (5.8%). Steel is made from iron ore through a process using coal or natural gas, and fiberglass is made from petroleum-based chemicals. In fact, the U.S. Geological Survey (USGS) listed as a disadvantage of wind power, ""The consumption of fossil fuels and water during construction and decommissioning can be significant."" 
Solar panels rely on photovoltaic cells to capture sunlight that are composed of rare metals. These metals are acquired through mining, and at least one of the primary metals is made ""from ash derived from burning coal for the production of energy.""
"
USDA-2017-0002-1375,"Please support requiring food stamp recipients to work at a job or do community service work (pick up trash and clean up where needed) in order to receive food stamps.  Many food stamp receipients take advantage of tax payers who work.  If they dont want to work, they shouldnt  they dont eat..
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4102,"On behalf of the Family Farm Alliance (Alliance), thank you for this opportunity to submit formal comments regarding regulatory reform at the U.S. Department of Agriculture (USDA). The Alliance is a grassroots organization of family farmers, ranchers, irrigation districts, and allied industries in 16 Western states.  The Alliance is focused on one mission: To ensure the availability of reliable, affordable irrigation water supplies to Western farmers and ranchers. We are also committed to the fundamental proposition that Western irrigated agriculture must be preserved and protected for a host of economic, sociological, environmental, and national security reasons  many of which are often overlooked in the context of other national policy decisions.  

There are critical issues that the Western family farmers and ranchers we represent are confronted with at this time.  At the top of the list is the daunting number of administrative policy initiatives that are facing Western agricultural producers. These types of federal water resources actions and regulatory practices could potentially undermine the economic foundations of rural communities in the arid West by making farming and ranching increasingly difficult.  American family farmers and ranchers for generations have grown food and fiber for the world, and we will have to muster even more innovation to meet this critical challenge. That innovation must be encouraged rather than stifled with new federal regulations and uncertainty over water supplies for irrigated farms and ranches in the rural West. 

Background

On February 24, 2017, President Trump signed Executive Order (E.O.) 13777Enforcing the Regulatory Reform Agenda, which established a federal policy to alleviate unnecessary regulatory burdens on the American people. The E.O. directs federal agencies to establish a Regulatory Reform Task Force (Task Force). One of the duties of the Task Force is to evaluate existing regulations and make recommendations to the USDA Secretary regarding their repeal, replacement, or modification. The E.O. further calls on the Task Force to seek input and other assistance, as permitted by law, from entities significantly affected by Federal regulations, including State, local, and tribal governments, small businesses, consumers, non-governmental organizations, and trade associations on regulations that meet some or all of the criteria above. 

Overview of Family Farm Alliance Recommendations

We appreciate that USDA has extended the public comment period to help its Task Force's evaluation of existing regulations. Our recommendations (detailed further in the attached PDF) are aimed at Natural Resources Conservation Service (NRCS) and U.S. Forest Service (USFS), the two USDA agencies our members closely interact with. They are grouped into five categories:

	Principles, Requirements and Guidelines (PR&G) and Related Agency-Specific Procedures for federal investments in    Water Resources (USDA Departmental Regulation DR 9500-013); 
	National Environmental Policy Act (NEPA) Processes Associated with Forest Health (regulations at 36 CFR part 220, Forest Service Manual 1950, and Forest Service Handbook 1909.15); 
	NEPA Processes Associated with New Water Development Projects (7 CFR PART 1b); 
	2015 Clean Water Rule  Waters of the U.S. (80 FR 37054, June 29, 2015)
	NRCS Water Conservation Programs (7 CFR Chapter VI)

In the attached document, we attempt to be as specific as we can, and wherever possible, provide a Federal Register (FR) or Code of Federal Regulations (CFR) citation when referencing a regulation or directive. We have identified areas where regulations should be repealed, replaced or modified. Wherever possible, we note if jobs will be eliminated or job creation inhibited by certain regulations. We seek to explain how some of these regulations and policies are outdated, unnecessary or ineffective, or impose costs that exceed benefits. 

Western irrigated agriculture is a strategic and irreplaceable national resource. It must be protected by the federal government in the 21st Century. Recognizing the value of Western irrigated agriculture is vital. Properly managing federal watersheds and encouraging federal agencies to work with the agricultural community to solve local water challenges are imperative. 

Thank you for this opportunity to provide input on this matter, which is very important to the family farmers and ranchers of our membership. We are hopeful that a concerted good-faith effort to address the issues discussed above will result in streamlined regulatory processes that will be efficient, fair and effective.   We look forward to working with you toward that goal. 
"
USDA-2017-0002-3064,"Please Reinstate the Work Requirements in order to receive Food Stamps. Let's also reform the waiver program.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2776,"There is no reason at all why one who is able bodied to hold a job and receive a salary for work done, is not doing so.  Lazy folks are receiving benefits they do not deserve, on the backs of so many hard working Americans.  This is simply outrageous.  PLEASE, stop this nonsense.  You want benefit . . . work for them like most others!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0554,"All able bodied adults should work for their living.  Assistance from government handouts should only be when they are unable to provide for their children.  They should also be subject to drug tests at random.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1509,"Please reinstate the work requirements for welfare recipients. There are way too many people that are able to work but are perfectly happy sitting home on their bum with their hand out for that FREE TAX PAYERS MONEY every month. RIDICULOUS!! They should work at least 20 hours a week. All of us tax payers are tired of them getting a free ride!!
TIME TO END THE FREE RIDE!!!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2481,"Make work requirement a must to receive food stamps.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
